number,owner,title,created_at,updated_at,closed_at,issue_url,diff_url,PR_lived,events_url,labels,issue_created_at,issue_closed_at,lines_changed
43584,pschou,fmt/scan: TODO for complex N or Ni -> complex64,2021-01-08T04:28:39Z,2021-09-25T04:53:55Z,,https://api.github.com/repos/golang/go/issues/43584,https://github.com/golang/go/pull/43584.diff,22465516.0,https://api.github.com/repos/golang/go/issues/43584/events,['cla: yes'],2021-01-08T04:28:39Z,,48
43580,pschou,encoding/pem: PEM multiline headers,2021-01-08T03:08:53Z,2021-11-08T22:28:34Z,,https://api.github.com/repos/golang/go/issues/43580,https://github.com/golang/go/pull/43580.diff,26335181.0,https://api.github.com/repos/golang/go/issues/43580/events,['cla: yes'],2021-01-08T03:08:53Z,,120
43531,pschou,crypto/ecdsa: change hashToBytes to use copy instead of calling another function,2021-01-06T01:57:40Z,2021-12-14T18:17:56Z,,https://api.github.com/repos/golang/go/issues/43531,https://github.com/golang/go/pull/43531.diff,29607616.0,https://api.github.com/repos/golang/go/issues/43531/events,['cla: yes'],2021-01-06T01:57:40Z,,35
43488,pschou,design: NewTickerStartingAt doc,2021-01-04T03:39:48Z,2021-06-21T17:03:48Z,,https://api.github.com/repos/golang/go/issues/43488,https://github.com/golang/go/pull/43488.diff,14563440.0,https://api.github.com/repos/golang/go/issues/43488/events,['cla: yes'],2021-01-04T03:39:48Z,,36
43463,pschou,Fixes crypto/x509#10171: verify PEM encoded DER upon decryption with password,2021-01-02T01:25:58Z,2021-06-21T17:03:48Z,,https://api.github.com/repos/golang/go/issues/43463,https://github.com/golang/go/pull/43463.diff,14744270.0,https://api.github.com/repos/golang/go/issues/43463/events,['cla: yes'],2021-01-02T01:25:58Z,,24
43287,Mstrodl,cmd/go: support go go gadget syntax,2020-12-20T02:45:31Z,2022-06-27T12:41:39Z,,https://api.github.com/repos/golang/go/issues/43287,https://github.com/golang/go/pull/43287.diff,47901368.0,https://api.github.com/repos/golang/go/issues/43287/events,['cla: yes'],2020-12-20T02:45:31Z,,4
42808,SamWhited,encoding/xml: prevent multiple XMLNS attributes,2020-11-24T15:30:44Z,2021-12-16T01:29:22Z,,https://api.github.com/repos/golang/go/issues/42808,https://github.com/golang/go/pull/42808.diff,33386318.0,https://api.github.com/repos/golang/go/issues/42808/events,['cla: yes'],2020-11-24T15:30:44Z,,29
42011,kkoogqw,crypto/des: Performance optimization of permutation function in DES algorithm,2020-10-16T08:37:52Z,2021-12-15T21:14:47Z,,https://api.github.com/repos/golang/go/issues/42011,https://github.com/golang/go/pull/42011.diff,36765415.0,https://api.github.com/repos/golang/go/issues/42011/events,['cla: yes'],2020-10-16T08:37:52Z,,33
41875,shouldend,image/jpeg: skip consecutive 0xff bytes,2020-10-09T07:04:43Z,2022-11-24T08:15:37Z,,https://api.github.com/repos/golang/go/issues/41875,https://github.com/golang/go/pull/41875.diff,67050654.0,https://api.github.com/repos/golang/go/issues/41875/events,['cla: yes'],2020-10-09T07:04:43Z,,6
41045,dunglas,net/http: add a package to parse and serialize Structured Field Values,2020-08-26T16:07:06Z,2021-12-15T21:19:34Z,,https://api.github.com/repos/golang/go/issues/41045,https://github.com/golang/go/pull/41045.diff,41145148.0,https://api.github.com/repos/golang/go/issues/41045/events,['cla: yes'],2020-08-26T16:07:06Z,,1739
39870,shibumi,crypto/rsa: add rand initialization for rsa.SignPSS,2020-06-26T11:28:03Z,2021-12-15T21:04:32Z,,https://api.github.com/repos/golang/go/issues/39870,https://github.com/golang/go/pull/39870.diff,46431389.0,https://api.github.com/repos/golang/go/issues/39870/events,['cla: yes'],2020-06-26T11:28:03Z,,5
39639,luizluca,crypto/x509: add directory name constraints,2020-06-17T05:48:19Z,2023-02-27T20:14:24Z,,https://api.github.com/repos/golang/go/issues/39639,https://github.com/golang/go/pull/39639.diff,85155965.0,https://api.github.com/repos/golang/go/issues/39639/events,['cla: yes'],2020-06-17T05:48:19Z,,314
38779,wking,crypto/x509: subject/issuer hint fallback for unknown-authority errors,2020-04-30T22:29:37Z,2021-12-27T18:48:50Z,,https://api.github.com/repos/golang/go/issues/38779,https://github.com/golang/go/pull/38779.diff,52345153.0,https://api.github.com/repos/golang/go/issues/38779/events,['cla: yes'],2020-04-30T22:29:37Z,,27
38324,klauspost,compress/flate: improve decompression speed,2020-04-09T10:52:23Z,2022-11-08T21:59:02Z,,https://api.github.com/repos/golang/go/issues/38324,https://github.com/golang/go/pull/38324.diff,81515199.0,https://api.github.com/repos/golang/go/issues/38324/events,['cla: yes'],2020-04-09T10:52:23Z,,1527
36678,dunglas,"net/http/httputil: add support for X-Forwarded-Proto, X-Forwarded-Host and an option to not trust forwarded headers in ReverseProxy",2020-01-21T17:05:33Z,2023-01-25T23:09:15Z,,https://api.github.com/repos/golang/go/issues/36678,https://github.com/golang/go/pull/36678.diff,95061822.0,https://api.github.com/repos/golang/go/issues/36678/events,['cla: yes'],2020-01-21T17:05:33Z,,317
